5338 , 609.400513 , 744.943481
34362 , 612.024475 , 738.234619
91463 , 606.706177 , 734.736084
114603 , 611.349121 , 749.356995
43024 , 607.655029 , 750.39917
112197 , 606.070679 , 748.309875
52176 , 610.672485 , 746.330383
66115 , 608.021179 , 749.911316
96381 , 612.522888 , 733.570801
102871 , 603.157288 , 748.977722
465 , 604.689026 , 738.612915
4255 , 608.896484 , 752.107788
26606 , 601.463806 , 733.509399
87979 , 606.859314 , 739.926575
106288 , 611.287903 , 734.833191
29339 , 612.55603 , 752.330688
36578 , 606.554871 , 749.250183
